week,player_id,player,pos,team,team_name,g,snaps,targets,rec,rec_yds,air_yds,yac,td,adot,racr,wopr,target_pct,air_pct,half_ppr_pts,ppr_pts,std_pts,half_ppr_ppg,ppr_ppg,std_ppg,touches,touches_pg
1,00-0033923,Kareem Hunt,RB,KC,Chiefs,1,23,3,2,10,-2,12,0,-0.6667,-5.0,11.33,7.89,-0.74,3.6,4.6,2.6,3.6,4.6,2.6,7,7
1,00-0033857,JuJu Smith-Schuster,WR,KC,Chiefs,1,49,5,5,55,29,26,0,5.8,1.8966,27.23,13.16,10.7,8.0,10.5,5.5,8.0,10.5,5.5,5,5
1,00-0038104,Tyquan Thornton,WR,KC,Chiefs,1,44,4,2,41,115,5,0,28.75,0.3565,45.49,10.53,42.44,5.1,6.1,4.1,5.1,6.1,4.1,2,2
1,00-0039894,Xavier Worthy,WR,KC,Chiefs,1,3,1,0,0,4,0,0,4.0,0.0,4.98,2.63,1.48,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1,00-0035662,Marquise Brown,WR,KC,Chiefs,1,57,16,10,99,101,39,0,6.3125,0.9802,89.25,42.11,37.27,14.9,19.9,9.9,14.9,19.9,9.9,10,10
1,00-0038951,Sean Tucker,RB,TB,Buccaneers,1,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,1,1
1,00-0037263,Tyler Allgeier,RB,ATL,Falcons,1,19,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.4,2.4,2.4,2.4,2.4,2.4,10,10
1,00-0040129,Emeka Egbuka,WR,TB,Buccaneers,1,54,6,4,67,71,15,2,11.8333,0.9437,45.93,20.0,22.76,21.6,23.6,19.6,21.6,23.6,19.6,5,5
1,00-0034854,KhaDarel Hodge,WR,ATL,Falcons,1,8,1,0,0,26,0,0,26.0,0.0,9.89,2.38,9.03,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1,00-0031408,Mike Evans,WR,TB,Buccaneers,1,48,8,5,51,106,4,0,13.25,0.4811,63.78,26.67,33.97,7.6,10.1,5.1,7.6,10.1,5.1,5,5
1,00-0040237,Tez Johnson,WR,TB,Buccaneers,1,8,1,0,0,5,0,0,5.0,0.0,6.12,3.33,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1,00-0039361,Bucky Irving,RB,TB,Buccaneers,1,44,4,4,8,-5,13,1,-1.25,-1.6,18.88,13.33,-1.6,12.5,14.5,10.5,12.5,14.5,10.5,18,18
